2024-02-28 17:24:15.220312: I tensorflow/core/platform/cpu_feature_guard.cc:193] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 AVX512F AVX512_VNNI FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2024-02-28 17:24:15.407582: I tensorflow/core/util/port.cc:104] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
2024-02-28 17:24:17.674128: W tensorflow/compiler/xla/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libnvinfer.so.7'; dlerror: libnvinfer.so.7: cannot open shared object file: No such file or directory; LD_LIBRARY_PATH: /hpc2ssd/softwares/cuda/cuda-12.0/lib64:/opt/slurm/lib
2024-02-28 17:24:17.674338: W tensorflow/compiler/xla/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libnvinfer_plugin.so.7'; dlerror: libnvinfer_plugin.so.7: cannot open shared object file: No such file or directory; LD_LIBRARY_PATH: /hpc2ssd/softwares/cuda/cuda-12.0/lib64:/opt/slurm/lib
2024-02-28 17:24:17.674381: W tensorflow/compiler/tf2tensorrt/utils/py_utils.cc:38] TF-TRT Warning: Cannot dlopen some TensorRT libraries. If you would like to use Nvidia GPU with TensorRT, please make sure the missing libraries mentioned above are installed properly.
/hpc2hdd/home/xhao390/.local/lib/python3.7/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: /hpc2hdd/home/xhao390/.local/lib/python3.7/site-packages/torchvision/image.so: undefined symbol: _ZN2at4_ops19empty_memory_format4callEN3c108ArrayRefIlEENS2_8optionalINS2_10ScalarTypeEEENS5_INS2_6LayoutEEENS5_INS2_6DeviceEEENS5_IbEENS5_INS2_12MemoryFormatEEE
  warn(f"Failed to load image Python extension: {e}")
2024-02-28 17:24:27,964 Loading vectors from .vector_cache/glove.840B.300d.txt.pt
2024-02-28 17:24:34,424 Epoch [0][0/172]	Time 2.807	Loss 3998.4453	
2024-02-28 17:41:12,828 Epoch [10][70/172]	Time 1.315	Loss 194.72952	
2024-02-28 17:41:17,245 Epoch [10][80/172]	Time 0.952	Loss 259.39206	
2024-02-28 17:41:21,276 Epoch [10][90/172]	Time 0.383	Loss 229.64336	
2024-02-28 17:41:26,773 Epoch [10][100/172]	Time 0.396	Loss 267.42358	
2024-02-28 17:41:31,483 Epoch [10][110/172]	Time 0.381	Loss 273.06348	
2024-02-28 17:41:36,449 Epoch [10][120/172]	Time 0.399	Loss 211.22989	
2024-02-28 17:41:40,308 Epoch [10][130/172]	Time 0.369	Loss 194.14862	
2024-02-28 17:41:47,918 Epoch [10][140/172]	Time 0.394	Loss 233.42563	
2024-02-28 17:41:52,647 Epoch [10][150/172]	Time 1.205	Loss 216.44693	
2024-02-28 17:41:56,681 Epoch [10][160/172]	Time 0.383	Loss 178.7445	
2024-02-28 17:42:00,703 Epoch [10][170/172]	Time 0.385	Loss 227.63303	
2024-02-28 17:42:26,482 Epoch [11][0/172]	Time 0.389	Loss 261.45483	
2024-02-28 17:42:31,130 Epoch [11][10/172]	Time 0.392	Loss 183.6901	
2024-02-28 17:42:35,305 Epoch [11][20/172]	Time 0.366	Loss 233.42108	
2024-02-28 17:42:39,153 Epoch [11][30/172]	Time 0.383	Loss 213.34671	
2024-02-28 17:42:44,603 Epoch [11][40/172]	Time 0.398	Loss 186.48651	
2024-02-28 17:42:49,460 Epoch [11][50/172]	Time 0.388	Loss 254.689	
2024-02-28 17:42:53,565 Epoch [11][60/172]	Time 0.385	Loss 247.76779	
2024-02-28 17:42:57,923 Epoch [11][70/172]	Time 0.390	Loss 170.86887	
2024-02-28 17:43:01,801 Epoch [11][80/172]	Time 0.387	Loss 180.76161	
2024-02-28 17:43:05,819 Epoch [11][90/172]	Time 0.589	Loss 185.5173	
2024-02-28 17:43:09,695 Epoch [11][100/172]	Time 0.379	Loss 185.69977	
2024-02-28 17:43:14,151 Epoch [11][110/172]	Time 0.362	Loss 243.74887	
2024-02-28 17:43:19,102 Epoch [11][120/172]	Time 0.386	Loss 242.93631	
2024-02-28 17:43:24,241 Epoch [11][130/172]	Time 1.676	Loss 201.65706	
2024-02-28 17:43:29,728 Epoch [11][140/172]	Time 2.005	Loss 235.59097	
2024-02-28 17:43:34,732 Epoch [11][150/172]	Time 0.578	Loss 221.89194	
2024-02-28 17:43:40,999 Epoch [11][160/172]	Time 0.387	Loss 210.17584	
2024-02-28 17:43:44,946 Epoch [11][170/172]	Time 0.545	Loss 216.89157	
2024-02-28 17:44:10,773 Epoch [12][0/172]	Time 0.634	Loss 236.97131	
2024-02-28 17:44:18,340 Epoch [12][10/172]	Time 0.897	Loss 207.10681	
2024-02-28 17:44:24,790 Epoch [12][20/172]	Time 0.733	Loss 192.04541	
2024-02-28 17:44:30,437 Epoch [12][30/172]	Time 0.443	Loss 202.3392	
2024-02-28 17:44:35,678 Epoch [12][40/172]	Time 0.518	Loss 218.46573	
2024-02-28 17:44:42,813 Epoch [12][50/172]	Time 0.501	Loss 178.13077	
2024-02-28 17:44:48,008 Epoch [12][60/172]	Time 1.071	Loss 240.60403	
2024-02-28 17:44:53,169 Epoch [12][70/172]	Time 0.436	Loss 187.55563	
2024-02-28 17:44:57,330 Epoch [12][80/172]	Time 0.417	Loss 194.22565	
2024-02-28 17:45:02,528 Epoch [12][90/172]	Time 0.436	Loss 246.08362	
2024-02-28 17:45:07,021 Epoch [12][100/172]	Time 0.598	Loss 207.49057	
2024-02-28 17:45:10,893 Epoch [12][110/172]	Time 0.385	Loss 195.53537	
2024-02-28 17:45:14,903 Epoch [12][120/172]	Time 0.390	Loss 205.77393	
2024-02-28 17:45:20,306 Epoch [12][130/172]	Time 0.387	Loss 190.37042	
2024-02-28 17:45:24,537 Epoch [12][140/172]	Time 0.386	Loss 205.3569	
2024-02-28 17:45:28,699 Epoch [12][150/172]	Time 0.360	Loss 206.84116	
2024-02-28 17:45:33,146 Epoch [12][160/172]	Time 0.385	Loss 203.1058	
2024-02-28 17:45:37,012 Epoch [12][170/172]	Time 0.384	Loss 265.3099	
2024-02-28 17:46:06,472 Epoch [13][0/172]	Time 0.713	Loss 166.27881	
2024-02-28 17:46:13,803 Epoch [13][10/172]	Time 0.616	Loss 157.20177	
2024-02-28 17:46:21,150 Epoch [13][20/172]	Time 0.583	Loss 214.69649	
2024-02-28 17:46:26,839 Epoch [13][30/172]	Time 0.422	Loss 229.57945	
2024-02-28 17:46:32,714 Epoch [13][40/172]	Time 0.519	Loss 158.5004	
2024-02-28 17:46:37,554 Epoch [13][50/172]	Time 0.382	Loss 207.71986	
2024-02-28 17:46:42,643 Epoch [13][60/172]	Time 0.382	Loss 189.48514	
2024-02-28 17:46:47,202 Epoch [13][70/172]	Time 0.397	Loss 204.69803	
2024-02-28 17:46:51,229 Epoch [13][80/172]	Time 0.389	Loss 205.69656	
2024-02-28 17:46:55,436 Epoch [13][90/172]	Time 0.384	Loss 185.0997	
2024-02-28 17:46:59,488 Epoch [13][100/172]	Time 0.402	Loss 150.0323	
2024-02-28 17:47:04,989 Epoch [13][110/172]	Time 0.402	Loss 186.32758	
2024-02-28 17:47:10,971 Epoch [13][120/172]	Time 0.384	Loss 175.12952	
2024-02-28 17:47:17,409 Epoch [13][130/172]	Time 0.384	Loss 167.16759	
2024-02-28 17:47:22,069 Epoch [13][140/172]	Time 0.388	Loss 179.97038	
2024-02-28 17:47:25,999 Epoch [13][150/172]	Time 0.384	Loss 204.46393	
2024-02-28 17:47:30,923 Epoch [13][160/172]	Time 1.167	Loss 197.76117	
2024-02-28 17:47:34,806 Epoch [13][170/172]	Time 0.389	Loss 324.82922	
2024-02-28 17:48:01,303 Epoch [14][0/172]	Time 0.363	Loss 171.15692	
2024-02-28 17:48:05,770 Epoch [14][10/172]	Time 0.391	Loss 218.27666	
2024-02-28 17:48:10,681 Epoch [14][20/172]	Time 0.385	Loss 132.76816	
2024-02-28 17:48:14,972 Epoch [14][30/172]	Time 0.383	Loss 161.66519	
2024-02-28 17:48:18,838 Epoch [14][40/172]	Time 0.391	Loss 156.55656	
2024-02-28 17:48:23,031 Epoch [14][50/172]	Time 0.385	Loss 160.28273	
2024-02-28 17:48:28,033 Epoch [14][60/172]	Time 0.385	Loss 160.16963	
2024-02-28 17:48:33,205 Epoch [14][70/172]	Time 0.397	Loss 176.39372	
2024-02-28 17:48:38,833 Epoch [14][80/172]	Time 0.386	Loss 187.18039	
2024-02-28 17:48:43,167 Epoch [14][90/172]	Time 0.383	Loss 137.00266	
2024-02-28 17:48:47,089 Epoch [14][100/172]	Time 0.395	Loss 141.78256	
2024-02-28 17:48:50,992 Epoch [14][110/172]	Time 0.381	Loss 195.37576	
2024-02-28 17:48:54,917 Epoch [14][120/172]	Time 0.388	Loss 197.07996	
2024-02-28 17:49:00,975 Epoch [14][130/172]	Time 0.382	Loss 149.69751	
2024-02-28 17:49:04,911 Epoch [14][140/172]	Time 0.382	Loss 149.17824	
2024-02-28 17:49:09,783 Epoch [14][150/172]	Time 0.383	Loss 221.67297	
2024-02-28 17:49:14,108 Epoch [14][160/172]	Time 0.391	Loss 153.4205	
2024-02-28 17:49:19,054 Epoch [14][170/172]	Time 0.392	Loss 170.16544	
2024-02-28 17:49:45,130 Epoch [15][0/172]	Time 0.383	Loss 200.29878	
2024-02-28 17:49:49,016 Epoch [15][10/172]	Time 0.387	Loss 159.06812	
2024-02-28 17:49:53,721 Epoch [15][20/172]	Time 0.385	Loss 219.68634	
2024-02-28 17:49:57,657 Epoch [15][30/172]	Time 0.396	Loss 150.27914	
2024-02-28 17:50:02,076 Epoch [15][40/172]	Time 0.391	Loss 170.5743	
2024-02-28 17:50:06,694 Epoch [15][50/172]	Time 1.111	Loss 150.74348	
2024-02-28 17:50:10,570 Epoch [15][60/172]	Time 0.384	Loss 165.61311	
2024-02-28 17:50:15,608 Epoch [15][70/172]	Time 0.386	Loss 138.63474	
2024-02-28 17:50:20,456 Epoch [15][80/172]	Time 0.383	Loss 164.1384	
2024-02-28 17:50:25,631 Epoch [15][90/172]	Time 1.692	Loss 183.54439	
2024-02-28 17:50:31,954 Epoch [15][100/172]	Time 1.417	Loss 152.24135	
2024-02-28 17:50:36,316 Epoch [15][110/172]	Time 0.385	Loss 205.36392	
2024-02-28 17:50:40,211 Epoch [15][120/172]	Time 0.388	Loss 171.2016	
2024-02-28 17:50:46,360 Epoch [15][130/172]	Time 0.386	Loss 165.31241	
2024-02-28 17:50:50,258 Epoch [15][140/172]	Time 0.385	Loss 157.3086	
2024-02-28 17:50:54,783 Epoch [15][150/172]	Time 0.395	Loss 178.91432	
2024-02-28 17:50:59,319 Epoch [15][160/172]	Time 0.388	Loss 211.27368	
2024-02-28 17:51:03,902 Epoch [15][170/172]	Time 0.387	Loss 145.7263	

Calculate the similarity in batches: [1/4]
Calculate the similarity in batches: [2/4]
Calculate the similarity in batches: [3/4]
infer time:0.10
==> end to compute image-caption pairwise distance <==
calculate similarity time: 25.56 s
--------------------- end val on training ---------------------


================ evaluate result on val set =====================
Current => [1/1] fold & [8/50] epochs
Now val score:
i2t => r1i:4.77 r5i:16.53 r10i:25.49 medri:30.00 meanri:92.52
t2i => r1t:4.66 r5t:20.75 r10t:35.83 medrt:17.00 meanrt:48.31
mR:18.01
Best val score:
i2t => r1i:4.77 r5i:16.53 r10i:25.49 medri:30.00 meanri:92.52
t2i => r1t:4.66 r5t:20.75 r10t:35.83 medrt:17.00 meanrt:48.31
mR:18.01
=================================================================

Current lr: 0.0002

--------------------- start val on training ---------------------
==> start to compute image-caption pairwise distance <==
Calculate the similarity in batches: [0/4]
Calculate the similarity in batches: [1/4]
Calculate the similarity in batches: [2/4]
Calculate the similarity in batches: [3/4]
infer time:0.10
==> end to compute image-caption pairwise distance <==
calculate similarity time: 24.19 s
--------------------- end val on training ---------------------


================ evaluate result on val set =====================
Current => [1/1] fold & [9/50] epochs
Now val score:
i2t => r1i:4.77 r5i:16.88 r10i:25.61 medri:28.00 meanri:91.49
t2i => r1t:5.17 r5t:20.98 r10t:35.86 medrt:16.00 meanrt:47.98
mR:18.21
Best val score:
i2t => r1i:4.77 r5i:16.88 r10i:25.61 medri:28.00 meanri:91.49
t2i => r1t:5.17 r5t:20.98 r10t:35.86 medrt:16.00 meanrt:47.98
mR:18.21
=================================================================

Current lr: 0.0002

--------------------- start val on training ---------------------
==> start to compute image-caption pairwise distance <==
Calculate the similarity in batches: [0/4]
Calculate the similarity in batches: [1/4]
Calculate the similarity in batches: [2/4]
Calculate the similarity in batches: [3/4]
infer time:0.10
==> end to compute image-caption pairwise distance <==
calculate similarity time: 24.73 s
--------------------- end val on training ---------------------


================ evaluate result on val set =====================
Current => [1/1] fold & [10/50] epochs
Now val score:
i2t => r1i:7.22 r5i:17.23 r10i:25.84 medri:31.00 meanri:94.11
t2i => r1t:5.17 r5t:20.47 r10t:35.97 medrt:16.00 meanrt:47.86
mR:18.65
Best val score:
i2t => r1i:7.22 r5i:17.23 r10i:25.84 medri:31.00 meanri:94.11
t2i => r1t:5.17 r5t:20.47 r10t:35.97 medrt:16.00 meanrt:47.86
mR:18.65
=================================================================

Current lr: 0.0002

--------------------- start val on training ---------------------
==> start to compute image-caption pairwise distance <==
Calculate the similarity in batches: [0/4]
Calculate the similarity in batches: [1/4]
Calculate the similarity in batches: [2/4]
Calculate the similarity in batches: [3/4]
infer time:0.10
==> end to compute image-caption pairwise distance <==
calculate similarity time: 24.58 s
--------------------- end val on training ---------------------


================ evaluate result on val set =====================
Current => [1/1] fold & [11/50] epochs
Now val score:
i2t => r1i:7.10 r5i:17.00 r10i:26.66 medri:30.00 meanri:86.25
t2i => r1t:5.96 r5t:21.26 r10t:36.39 medrt:16.00 meanrt:46.59
mR:19.06
Best val score:
i2t => r1i:7.10 r5i:17.00 r10i:26.66 medri:30.00 meanri:86.25
t2i => r1t:5.96 r5t:21.26 r10t:36.39 medrt:16.00 meanrt:46.59
mR:19.06
=================================================================

Current lr: 0.0002

--------------------- start val on training ---------------------
==> start to compute image-caption pairwise distance <==
Calculate the similarity in batches: [0/4]
Calculate the similarity in batches: [1/4]
Calculate the similarity in batches: [2/4]
Calculate the similarity in batches: [3/4]
infer time:0.10
==> end to compute image-caption pairwise distance <==
calculate similarity time: 24.40 s
--------------------- end val on training ---------------------


================ evaluate result on val set =====================
Current => [1/1] fold & [12/50] epochs
Now val score:
i2t => r1i:6.17 r5i:14.67 r10i:23.98 medri:31.00 meanri:85.56
t2i => r1t:5.08 r5t:20.54 r10t:35.95 medrt:16.00 meanrt:48.17
mR:17.73
Best val score:
i2t => r1i:7.10 r5i:17.00 r10i:26.66 medri:30.00 meanri:86.25
t2i => r1t:5.96 r5t:21.26 r10t:36.39 medrt:16.00 meanrt:46.59
mR:19.06
=================================================================

Current lr: 0.0002

--------------------- start val on training ---------------------
==> start to compute image-caption pairwise distance <==
Calculate the similarity in batches: [0/4]
Calculate the similarity in batches: [1/4]
Calculate the similarity in batches: [2/4]
Calculate the similarity in batches: [3/4]
infer time:0.10
==> end to compute image-caption pairwise distance <==
calculate similarity time: 27.67 s
--------------------- end val on training ---------------------


================ evaluate result on val set =====================
Current => [1/1] fold & [13/50] epochs
Now val score:
i2t => r1i:6.52 r5i:18.39 r10i:26.89 medri:28.00 meanri:90.91
t2i => r1t:5.24 r5t:21.65 r10t:37.86 medrt:16.00 meanrt:48.02
mR:19.43
Best val score:
i2t => r1i:6.52 r5i:18.39 r10i:26.89 medri:28.00 meanri:90.91
t2i => r1t:5.24 r5t:21.65 r10t:37.86 medrt:16.00 meanrt:48.02
mR:19.43
=================================================================

Current lr: 0.0002

--------------------- start val on training ---------------------
==> start to compute image-caption pairwise distance <==
Calculate the similarity in batches: [0/4]
Calculate the similarity in batches: [1/4]
Calculate the similarity in batches: [2/4]
Calculate the similarity in batches: [3/4]
infer time:0.10
==> end to compute image-caption pairwise distance <==
calculate similarity time: 25.37 s
--------------------- end val on training ---------------------


================ evaluate result on val set =====================
Current => [1/1] fold & [14/50] epochs
Now val score:
i2t => r1i:6.52 r5i:16.07 r10i:24.80 medri:30.00 meanri:90.26
t2i => r1t:5.33 r5t:21.47 r10t:36.90 medrt:16.00 meanrt:46.93
mR:18.51
Best val score:
i2t => r1i:6.52 r5i:18.39 r10i:26.89 medri:28.00 meanri:90.91
t2i => r1t:5.24 r5t:21.65 r10t:37.86 medrt:16.00 meanrt:48.02
mR:19.43
=================================================================

Current lr: 0.0002

--------------------- start val on training ---------------------
==> start to compute image-caption pairwise distance <==
Calculate the similarity in batches: [0/4]
Calculate the similarity in batches: [1/4]
Calculate the similarity in batches: [2/4]
Calculate the similarity in batches: [3/4]
infer time:0.10
==> end to compute image-caption pairwise distance <==
calculate similarity time: 24.61 s
--------------------- end val on training ---------------------


================ evaluate result on val set =====================
Current => [1/1] fold & [15/50] epochs
Now val score:
i2t => r1i:6.29 r5i:17.23 r10i:26.19 medri:28.00 meanri:87.69
t2i => r1t:5.91 r5t:22.12 r10t:36.93 medrt:15.00 meanrt:45.72
mR:19.11
Best val score:
i2t => r1i:6.52 r5i:18.39 r10i:26.89 medri:28.00 meanri:90.91
t2i => r1t:5.24 r5t:21.65 r10t:37.86 medrt:16.00 meanrt:48.02
mR:19.43
=================================================================

Current lr: 0.0002

--------------------- start val on training ---------------------
==> start to compute image-caption pairwise distance <==
Calculate the similarity in batches: [0/4]
Calculate the similarity in batches: [1/4]
Calculate the similarity in batches: [2/4]
Calculate the similarity in batches: [3/4]
infer time:0.10
==> end to compute image-caption pairwise distance <==
calculate similarity time: 24.44 s
--------------------- end val on training ---------------------


================ evaluate result on val set =====================
Current => [1/1] fold & [16/50] epochs
Now val score:
i2t => r1i:6.40 r5i:16.41 r10i:27.12 medri:27.00 meanri:82.43
t2i => r1t:5.31 r5t:21.54 r10t:38.00 medrt:16.00 meanrt:45.83
mR:19.132024-02-28 17:51:29,399 Epoch [16][0/172]	Time 0.382	Loss 148.89395	
2024-02-28 17:51:34,422 Epoch [16][10/172]	Time 0.592	Loss 141.10107	
2024-02-28 17:51:38,390 Epoch [16][20/172]	Time 0.390	Loss 142.13737	
2024-02-28 17:51:43,296 Epoch [16][30/172]	Time 0.387	Loss 147.74567	
2024-02-28 17:51:48,594 Epoch [16][40/172]	Time 0.388	Loss 139.03261	
2024-02-28 17:51:53,056 Epoch [16][50/172]	Time 0.390	Loss 174.88751	
2024-02-28 17:51:57,377 Epoch [16][60/172]	Time 0.384	Loss 173.76334	
2024-02-28 17:52:01,336 Epoch [16][70/172]	Time 0.394	Loss 143.67934	
2024-02-28 17:52:05,210 Epoch [16][80/172]	Time 0.390	Loss 156.00287	
2024-02-28 17:52:09,103 Epoch [16][90/172]	Time 0.384	Loss 218.89539	
2024-02-28 17:52:12,995 Epoch [16][100/172]	Time 0.389	Loss 149.30975	
2024-02-28 17:52:16,840 Epoch [16][110/172]	Time 0.390	Loss 165.8389	
2024-02-28 17:52:20,720 Epoch [16][120/172]	Time 0.393	Loss 158.57977	
2024-02-28 17:52:25,535 Epoch [16][130/172]	Time 0.388	Loss 149.67151	
2024-02-28 17:52:30,782 Epoch [16][140/172]	Time 0.387	Loss 147.0972	
2024-02-28 17:52:34,682 Epoch [16][150/172]	Time 0.384	Loss 184.267	
2024-02-28 17:52:39,026 Epoch [16][160/172]	Time 0.390	Loss 123.543365	
2024-02-28 17:52:42,980 Epoch [16][170/172]	Time 0.391	Loss 158.75491	
2024-02-28 17:53:10,434 Epoch [17][0/172]	Time 0.386	Loss 159.2566	
2024-02-28 17:53:15,502 Epoch [17][10/172]	Time 0.382	Loss 122.595116	
2024-02-28 17:53:23,939 Epoch [17][20/172]	Time 2.498	Loss 139.67981	
2024-02-28 17:53:28,242 Epoch [17][30/172]	Time 0.391	Loss 120.812485	
2024-02-28 17:53:32,277 Epoch [17][40/172]	Time 0.384	Loss 152.26883	
2024-02-28 17:53:38,344 Epoch [17][50/172]	Time 0.398	Loss 159.31593	
2024-02-28 17:53:43,511 Epoch [17][60/172]	Time 0.388	Loss 117.65762	
2024-02-28 17:53:47,596 Epoch [17][70/172]	Time 0.390	Loss 169.74573	
2024-02-28 17:53:53,297 Epoch [17][80/172]	Time 0.388	Loss 130.90558	
2024-02-28 17:53:57,172 Epoch [17][90/172]	Time 0.382	Loss 164.55899	
2024-02-28 17:54:01,410 Epoch [17][100/172]	Time 0.387	Loss 138.03374	
2024-02-28 17:54:07,207 Epoch [17][110/172]	Time 0.389	Loss 142.98235	
2024-02-28 17:54:12,319 Epoch [17][120/172]	Time 0.388	Loss 169.81784	
2024-02-28 17:54:16,234 Epoch [17][130/172]	Time 0.389	Loss 152.2771	
2024-02-28 17:54:21,575 Epoch [17][140/172]	Time 0.384	Loss 127.44942	
2024-02-28 17:54:25,414 Epoch [17][150/172]	Time 0.382	Loss 136.03418	
2024-02-28 17:54:29,474 Epoch [17][160/172]	Time 0.379	Loss 155.51572	
2024-02-28 17:54:33,932 Epoch [17][170/172]	Time 0.356	Loss 145.47018	
2024-02-28 17:55:01,450 Epoch [18][0/172]	Time 0.467	Loss 130.40538	
2024-02-28 17:55:06,405 Epoch [18][10/172]	Time 0.434	Loss 134.53403	
2024-02-28 17:55:11,367 Epoch [18][20/172]	Time 0.366	Loss 149.82664	
2024-02-28 17:55:16,177 Epoch [18][30/172]	Time 0.385	Loss 126.00396	
2024-02-28 17:55:20,392 Epoch [18][40/172]	Time 0.401	Loss 175.1941	
2024-02-28 17:55:25,650 Epoch [18][50/172]	Time 0.404	Loss 148.76025	
2024-02-28 17:55:29,695 Epoch [18][60/172]	Time 0.386	Loss 174.60913	
2024-02-28 17:55:34,825 Epoch [18][70/172]	Time 0.386	Loss 135.58118	
2024-02-28 17:55:38,476 Epoch [18][80/172]	Time 0.358	Loss 137.40636	
2024-02-28 17:55:44,044 Epoch [18][90/172]	Time 0.356	Loss 147.56444	
2024-02-28 17:55:48,910 Epoch [18][100/172]	Time 0.358	Loss 124.76999	
2024-02-28 17:55:53,270 Epoch [18][110/172]	Time 0.357	Loss 151.16791	
2024-02-28 17:55:56,856 Epoch [18][120/172]	Time 0.358	Loss 125.68387	
2024-02-28 17:56:03,818 Epoch [18][130/172]	Time 0.357	Loss 129.83026	
2024-02-28 17:56:07,924 Epoch [18][140/172]	Time 0.363	Loss 145.30399	
2024-02-28 17:56:11,575 Epoch [18][150/172]	Time 0.428	Loss 209.95822	
2024-02-28 17:56:16,115 Epoch [18][160/172]	Time 0.968	Loss 157.9856	
2024-02-28 17:56:20,213 Epoch [18][170/172]	Time 0.359	Loss 128.7151	
2024-02-28 17:56:45,539 Epoch [19][0/172]	Time 0.360	Loss 147.83936	
2024-02-28 17:56:49,147 Epoch [19][10/172]	Time 0.365	Loss 113.679634	
2024-02-28 17:56:55,621 Epoch [19][20/172]	Time 0.370	Loss 160.57187	
2024-02-28 17:57:00,432 Epoch [19][30/172]	Time 0.362	Loss 139.51811	
2024-02-28 17:57:04,045 Epoch [19][40/172]	Time 0.362	Loss 129.73709	
2024-02-28 17:57:07,649 Epoch [19][50/172]	Time 0.357	Loss 143.01268	
2024-02-28 17:57:13,465 Epoch [19][60/172]	Time 0.361	Loss 120.50223	
2024-02-28 17:57:19,911 Epoch [19][70/172]	Time 3.216	Loss 167.9141	
2024-02-28 17:57:24,705 Epoch [19][80/172]	Time 0.358	Loss 116.862625	
2024-02-28 17:57:28,919 Epoch [19][90/172]	Time 0.387	Loss 113.34944	
2024-02-28 17:57:32,774 Epoch [19][100/172]	Time 0.383	Loss 138.92488	
2024-02-28 17:57:37,211 Epoch [19][110/172]	Time 0.381	Loss 117.12676	
2024-02-28 17:57:41,098 Epoch [19][120/172]	Time 0.398	Loss 117.01158	
2024-02-28 17:57:45,750 Epoch [19][130/172]	Time 1.139	Loss 117.66966	
2024-02-28 17:57:49,914 Epoch [19][140/172]	Time 0.678	Loss 118.71611	
2024-02-28 17:57:56,153 Epoch [19][150/172]	Time 0.389	Loss 120.35697	
2024-02-28 17:58:00,326 Epoch [19][160/172]	Time 0.593	Loss 140.33173	
2024-02-28 17:58:04,217 Epoch [19][170/172]	Time 0.394	Loss 128.19046	
2024-02-28 17:58:31,723 Epoch [20][0/172]	Time 0.386	Loss 119.58636	
2024-02-28 17:58:35,539 Epoch [20][10/172]	Time 0.382	Loss 127.418625	
2024-02-28 17:58:41,194 Epoch [20][20/172]	Time 0.386	Loss 132.2797	
2024-02-28 17:58:48,284 Epoch [20][30/172]	Time 0.389	Loss 129.15265	
2024-02-28 17:58:52,161 Epoch [20][40/172]	Time 0.387	Loss 116.602264	
2024-02-28 17:58:58,502 Epoch [20][50/172]	Time 0.387	Loss 124.91053	
2024-02-28 17:59:03,830 Epoch [20][60/172]	Time 0.381	Loss 114.023346	
2024-02-28 17:59:09,732 Epoch [20][70/172]	Time 2.409	Loss 116.94868	
2024-02-28 17:59:14,860 Epoch [20][80/172]	Time 0.386	Loss 109.67566	
2024-02-28 17:59:18,750 Epoch [20][90/172]	Time 0.390	Loss 138.90504	
2024-02-28 17:59:23,514 Epoch [20][100/172]	Time 0.388	Loss 103.494675	
2024-02-28 17:59:27,471 Epoch [20][110/172]	Time 0.392	Loss 107.73008	
2024-02-28 17:59:32,337 Epoch [20][120/172]	Time 0.388	Loss 104.54296	
2024-02-28 17:59:36,565 Epoch [20][130/172]	Time 0.404	Loss 101.551796	
2024-02-28 17:59:41,260 Epoch [20][140/172]	Time 0.896	Loss 110.53618	
2024-02-28 17:59:45,250 Epoch [20][150/172]	Time 0.402	Loss 105.67335	
2024-02-28 17:59:50,321 Epoch [20][160/172]	Time 0.384	Loss 130.58601	
2024-02-28 17:59:55,047 Epoch [20][170/172]	Time 0.396	Loss 143.03293	
2024-02-28 18:00:20,652 Epoch [21][0/172]	Time 0.364	Loss 122.67547	
2024-02-28 18:00:26,719 Epoch [21][10/172]	Time 0.392	Loss 125.18426	
2024-02-28 18:00:30,879 Epoch [21][20/172]	Time 0.402	Loss 103.227646	
2024-02-28 18:00:35,717 Epoch [21][30/172]	Time 0.386	Loss 137.9949	
2024-02-28 18:00:40,499 Epoch [21][40/172]	Time 0.394	Loss 123.357635	
2024-02-28 18:00:45,479 Epoch [21][50/172]	Time 0.388	Loss 130.31926	
2024-02-28 18:00:49,335 Epoch [21][60/172]	Time 0.389	Loss 122.62889	
2024-02-28 18:00:55,225 Epoch [21][70/172]	Time 0.389	Loss 148.18515	
2024-02-28 18:00:59,375 Epoch [21][80/172]	Time 0.391	Loss 151.47714	
2024-02-28 18:01:03,649 Epoch [21][90/172]	Time 0.385	Loss 98.38631	
2024-02-28 18:01:07,689 Epoch [21][100/172]	Time 0.386	Loss 92.458595	
2024-02-28 18:01:13,782 Epoch [21][110/172]	Time 0.385	Loss 96.007355	
2024-02-28 18:01:17,683 Epoch [21][120/172]	Time 0.391	Loss 102.92571	
2024-02-28 18:01:22,179 Epoch [21][130/172]	Time 0.386	Loss 91.55547	
2024-02-28 18:01:26,154 Epoch [21][140/172]	Time 0.388	Loss 133.77083	
2024-02-28 18:01:30,029 Epoch [21][150/172]	Time 0.384	Loss 99.26714	
2024-02-28 18:01:34,209 Epoch [21][160/172]	Time 0.394	Loss 103.68165	
2024-02-28 18:01:38,089 Epoch [21][170/172]	Time 0.389	Loss 114.09517	
2024-02-28 18:02:04,383 Epoch [22][0/172]	Time 0.581	Loss 124.22539	
2024-02-28 18:02:10,767 Epoch [22][10/172]	Time 0.604	Loss 98.72831	
2024-02-28 18:02:18,651 Epoch [22][20/172]	Time 1.270	Loss 111.37953	
